,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99860.0,103.0,24.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
1,2.0,99808.0,108.0,39.0,17.0,0.0,28.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,5.0,5.0
2,3.0,99756.0,110.0,46.0,39.0,1.0,48.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,5.0,5.0
3,4.0,99695.0,115.0,60.0,62.0,1.0,67.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,5.0,5.0
4,5.0,99598.0,141.0,90.0,87.0,1.0,83.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,5.0,5.0
5,6.0,99491.0,165.0,115.0,105.0,3.0,121.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,5.0,5.0
6,7.0,99385.0,178.0,135.0,146.0,4.0,152.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,5.0,5.0
7,8.0,99247.0,207.0,172.0,182.0,5.0,187.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,1120.0,74.8331477354788
8,9.0,99097.0,230.0,191.0,246.0,6.0,229.0,1.0,0.0,0.0,0.0,130.0,0.0,0.0,59.9394461161539,2.73300349608026
9,10.0,98946.0,249.0,209.0,306.0,7.0,281.0,2.0,0.0,0.0,0.0,128.0,0.0,0.0,15.9541676699681,0.609132952164961
10,11.0,98745.0,276.0,262.0,348.0,10.0,357.0,2.0,0.0,0.0,0.0,171.0,0.0,0.0,7.40808159771522,0.259334728053376
11,12.0,98563.0,323.0,255.0,421.0,10.0,426.0,2.0,0.0,0.0,0.0,161.0,0.0,0.0,4.83843351022799,0.15487448260309
12,13.0,98326.0,378.0,274.0,488.0,13.0,519.0,2.0,0.0,0.0,0.0,206.0,0.0,0.0,3.73601114435804,0.110121089937271
13,14.0,98026.0,420.0,331.0,585.0,13.0,622.0,3.0,0.0,0.0,223.0,276.0,44.6,0.0,3.14182356717064,0.0857960718288396
14,15.0,97608.0,507.0,435.0,670.0,12.0,763.0,5.0,0.0,0.0,257.0,382.0,51.4,0.0,2.39032662777645,0.0654945461559129
15,16.0,97134.0,626.0,520.0,790.0,14.0,910.0,6.0,0.0,0.0,205.0,413.0,62.31003039513677,0.0,1.84872310729399,0.0516935784930972
16,17.0,96713.0,671.0,539.0,938.0,18.0,1115.0,6.0,0.0,0.0,130.0,360.0,26.0,0.0,1.61820738760832,0.0446582619168444
17,18.0,96275.0,754.0,561.0,1071.0,21.0,1309.0,9.0,0.0,0.0,160.0,388.0,32.0,0.0,1.50196165021777,0.0406232426211519
18,19.0,95777.0,835.0,615.0,1202.0,24.0,1538.0,9.0,0.0,0.0,175.0,438.0,35.0,0.0,1.45539838033401,0.0382470202995578
19,20.0,95257.0,900.0,687.0,1330.0,27.0,1791.0,8.0,0.0,0.0,190.0,459.0,38.0,0.0,1.38817676401921,0.0359868062008778
20,21.0,94716.0,971.0,694.0,1517.0,29.0,2062.0,11.0,0.0,0.0,214.0,468.0,42.8,0.0,1.32702061254495,0.0340485625588417
21,22.0,94109.0,1052.0,746.0,1688.0,32.0,2360.0,13.0,0.0,0.0,204.0,534.0,40.8,0.0,1.24694685230701,0.0320786225205859
22,23.0,93504.0,1128.0,815.0,1797.0,33.0,2710.0,13.0,0.0,0.0,239.0,545.0,47.8,0.5586592178770949,1.19169241623735,0.0306166633690416
23,24.0,92895.0,1169.0,842.0,1989.0,34.0,3059.0,11.0,1.0,1.0,184.0,534.0,36.8,0.5235602094240838,1.12939377699636,0.0292388965602855
24,25.0,92272.0,1284.0,807.0,2158.0,36.0,3427.0,15.0,1.0,0.0,241.0,554.0,48.2,0.0,1.15269273796086,0.0291006095064033
25,26.0,91595.0,1351.0,854.0,2285.0,41.0,3858.0,15.0,1.0,0.0,215.0,607.0,43.0,0.0,1.12751323057869,0.0284377594234174
26,27.0,90983.0,1372.0,901.0,2386.0,42.0,4297.0,18.0,1.0,0.0,221.0,559.0,44.2,0.0,1.12650476689898,0.028101214852662
27,28.0,90365.0,1405.0,896.0,2539.0,47.0,4727.0,20.0,1.0,0.0,206.0,568.0,41.2,0.45662100456621,1.10685586024867,0.0275682088385341
28,29.0,89697.0,1412.0,938.0,2679.0,48.0,5202.0,23.0,1.0,0.0,208.0,578.0,41.6,0.0,1.11003199948075,0.0273436757196908
29,30.0,88990.0,1479.0,974.0,2799.0,45.0,5689.0,23.0,1.0,0.0,216.0,621.0,43.2,1.0526315789473684,1.11328804946629,0.0271452941100536
30,31.0,88222.0,1591.0,1009.0,2941.0,49.0,6166.0,21.0,1.0,0.0,261.0,698.0,52.2,0.0,1.11568439466859,0.0269407260882391
31,32.0,87484.0,1653.0,1000.0,3074.0,46.0,6716.0,25.0,2.0,1.0,244.0,659.0,48.8,0.0,1.08355650118921,0.026318838002223
32,33.0,86684.0,1733.0,1061.0,3179.0,44.0,7270.0,27.0,2.0,0.0,250.0,707.0,50.0,0.0,1.0720314536924,0.0259624298564357
33,34.0,85879.0,1774.0,1107.0,3327.0,51.0,7832.0,28.0,2.0,0.0,226.0,742.0,45.2,0.0,1.06368310664591,0.0256850372361324
34,35.0,85069.0,1835.0,1131.0,3409.0,52.0,8473.0,29.0,2.0,0.0,242.0,720.0,48.4,0.0,1.05864862755335,0.0254745000811333
