,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99859.0,107.0,25.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
1,2.0,99806.0,117.0,35.0,20.0,0.0,22.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,5.0,5.0
2,3.0,99740.0,122.0,61.0,33.0,2.0,42.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,5.0,5.0
3,4.0,99651.0,137.0,80.0,66.0,1.0,64.0,1.0,0.0,0.0,0.0,75.0,0.0,0.0,5.0,5.0
4,5.0,99565.0,154.0,91.0,101.0,1.0,87.0,1.0,0.0,0.0,0.0,71.0,0.0,0.0,5.0,5.0
5,6.0,99471.0,161.0,115.0,129.0,3.0,120.0,1.0,0.0,0.0,0.0,84.0,0.0,0.0,5.0,5.0
6,7.0,99361.0,183.0,129.0,170.0,3.0,153.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,5.0,5.0
7,8.0,99229.0,200.0,154.0,221.0,3.0,192.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0,1195.0,77.2981241687015
8,9.0,99062.0,235.0,186.0,278.0,4.0,234.0,1.0,0.0,0.0,0.0,147.0,0.0,0.0,58.8228756893569,2.62278239353327
9,10.0,98889.0,262.0,212.0,328.0,4.0,304.0,1.0,0.0,0.0,0.0,149.0,0.0,0.0,16.4118064966178,0.600476598398417
10,11.0,98674.0,300.0,262.0,384.0,4.0,375.0,1.0,0.0,0.0,0.0,186.0,0.0,0.0,7.84618843348547,0.259103969257971
11,12.0,98448.0,357.0,293.0,453.0,7.0,441.0,1.0,0.0,0.0,0.0,203.0,0.0,0.0,4.99437040873394,0.151623277335904
12,13.0,98209.0,388.0,315.0,537.0,8.0,542.0,1.0,0.0,0.0,0.0,203.0,0.0,0.0,3.72191789465754,0.105187618831348
13,14.0,97838.0,474.0,379.0,653.0,7.0,646.0,3.0,0.0,0.0,238.0,342.0,47.6,0.0,3.13211826915032,0.0817754788303394
14,15.0,97288.0,596.0,554.0,737.0,13.0,810.0,2.0,0.0,0.0,264.0,492.0,52.8,0.0,2.38881406262826,0.0625181213499775
15,16.0,96681.0,750.0,677.0,921.0,13.0,954.0,4.0,0.0,0.0,244.0,519.0,59.65770171149144,0.0,1.8393226974783,0.0492459847567885
16,17.0,96129.0,832.0,732.0,1114.0,17.0,1171.0,5.0,0.0,0.0,170.0,491.0,34.0,1.0101010101010102,1.52503175394776,0.0414141776216124
