,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,98616.0,1030.0,198.0,33.0,1.0,122.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0
1,2.0,98109.0,1077.0,416.0,137.0,4.0,257.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,39.7651078463948,1.05525639432861
2,3.0,97491.0,1130.0,579.0,334.0,10.0,456.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,11.8309393081534,0.265545515140415
3,4.0,96747.0,1221.0,767.0,567.0,15.0,682.0,1.0,0.0,0.0,0.0,645.0,0.0,0.0,7.21195095741882,0.139362997377956
4,5.0,95924.0,1340.0,911.0,868.0,20.0,936.0,1.0,0.0,0.0,0.0,716.0,0.0,0.0,5.43622909975213,0.0917580536300798
5,6.0,95072.0,1484.0,1042.0,1171.0,23.0,1205.0,3.0,0.0,0.0,0.0,738.0,0.0,0.0,4.41896399691458,0.0665503607179318
6,7.0,93788.0,1740.0,1388.0,1526.0,27.0,1525.0,6.0,0.0,0.0,1012.0,1150.0,74.96296296296296,0.0,3.75889334099457,0.051194739423534
7,8.0,92189.0,2067.0,1677.0,2037.0,41.0,1981.0,8.0,0.0,0.0,407.0,1408.0,89.64757709251101,0.0,2.8395445847317,0.0380983932668977
8,9.0,90493.0,2401.0,1960.0,2565.0,49.0,2522.0,10.0,0.0,0.0,565.0,1468.0,90.83601286173634,0.0,2.58335961926531,0.0319371682805859
9,10.0,88570.0,2760.0,2208.0,3165.0,62.0,3219.0,16.0,0.0,0.0,693.0,1697.0,93.39622641509436,0.4667444574095682,2.38751830345653,0.027679627541303
10,11.0,86331.0,3155.0,2602.0,3800.0,74.0,4017.0,21.0,0.0,0.0,832.0,1972.0,92.03539823008848,0.5797101449275363,2.25533712093827,0.024543548649841
11,12.0,83980.0,3597.0,2891.0,4556.0,88.0,4863.0,23.0,2.0,2.0,899.0,2074.0,90.8080808080808,0.6122448979591837,2.14370494679681,0.0220171368309366
12,13.0,81091.0,4101.0,3395.0,5390.0,107.0,5882.0,32.0,2.0,0.0,982.0,2552.0,92.12007504690432,0.0,2.03348832262778,0.0198590040965449
13,14.0,78023.0,4677.0,3811.0,6293.0,114.0,7035.0,45.0,2.0,0.0,1176.0,2676.0,93.70517928286851,0.43478260869565216,1.91428961931851,0.0179470786171334
14,15.0,74669.0,5214.0,4199.0,7339.0,124.0,8400.0,53.0,2.0,0.0,1395.0,2952.0,93.56136820925552,0.40595399188092013,1.78476922177663,0.0162359127821529
15,16.0,71013.0,5778.0,4614.0,8407.0,154.0,9979.0,52.0,3.0,1.0,1462.0,3192.0,92.0075519194462,0.24183796856106407,1.65020763292936,0.0147210932557599
16,17.0,67369.0,6262.0,4838.0,9488.0,177.0,11804.0,59.0,3.0,0.0,1697.0,3181.0,93.75690607734806,0.6342494714587738,1.53698622381504,0.0134916818040172
17,18.0,63408.0,6829.0,5119.0,10664.0,190.0,13721.0,65.0,4.0,1.0,1868.0,3440.0,93.4,0.08756567425569177,1.42256933504913,0.0124157842946505
18,19.0,59410.0,7302.0,5319.0,11813.0,203.0,15866.0,81.0,6.0,2.0,1904.0,3517.0,95.2,0.16835016835016833,1.31890799183122,0.0115145662353442
19,20.0,55529.0,7729.0,5408.0,12835.0,233.0,18176.0,81.0,9.0,3.0,1874.0,3380.0,93.7,0.4357298474945534,1.23546828554346,0.0108083717736175
20,21.0,51760.0,8010.0,5381.0,13836.0,248.0,20658.0,95.0,12.0,3.0,1883.0,3301.0,94.15,0.3250975292587776,1.17332278108354,0.0102816302748905
