,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
0,1.0,99860.0,109.0,18.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
1,2.0,99810.0,107.0,35.0,13.0,0.0,35.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,5.0,5.0
2,3.0,99740.0,107.0,64.0,32.0,0.0,57.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,5.0,5.0
3,4.0,99689.0,103.0,71.0,59.0,0.0,78.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,5.0,5.0
4,5.0,99610.0,116.0,89.0,84.0,0.0,101.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,5.0,5.0
5,6.0,99523.0,124.0,107.0,118.0,1.0,127.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,5.0,5.0
6,7.0,99436.0,143.0,120.0,135.0,1.0,164.0,1.0,0.0,0.0,0.0,74.0,0.0,0.0,5.0,5.0
7,8.0,99323.0,164.0,136.0,172.0,1.0,203.0,1.0,0.0,0.0,0.0,99.0,0.0,0.0,5.0,5.0
8,9.0,99199.0,188.0,162.0,205.0,4.0,241.0,0.0,1.0,1.0,0.0,106.0,0.0,100.0,5.0,5.0
9,10.0,99054.0,223.0,177.0,251.0,3.0,289.0,2.0,1.0,0.0,0.0,130.0,0.0,0.0,1160.0,76.1577310586391
10,11.0,98888.0,256.0,208.0,286.0,6.0,353.0,2.0,1.0,0.0,0.0,148.0,0.0,0.0,56.7095829351096,2.61303965024364
11,12.0,98737.0,276.0,211.0,350.0,6.0,416.0,3.0,1.0,0.0,0.0,126.0,0.0,0.0,16.3154124810536,0.611875772701695
12,13.0,98534.0,310.0,232.0,424.0,6.0,490.0,3.0,1.0,0.0,0.0,174.0,0.0,0.0,7.6527072014785,0.262640231232592
13,14.0,98335.0,357.0,243.0,477.0,5.0,579.0,3.0,1.0,0.0,0.0,178.0,0.0,0.0,4.96929570383923,0.155518468099058
14,15.0,98106.0,392.0,279.0,544.0,6.0,669.0,3.0,1.0,0.0,0.0,191.0,0.0,0.0,3.75995024879139,0.108995512487173
15,16.0,97769.0,473.0,352.0,605.0,6.0,790.0,4.0,1.0,0.0,231.0,306.0,46.2,0.0,3.1630900548809,0.0847188730025176
16,17.0,97298.0,577.0,477.0,692.0,7.0,944.0,4.0,1.0,0.0,239.0,427.0,47.8,0.0,2.33162472218907,0.0636002784622726
17,18.0,96852.0,678.0,529.0,820.0,12.0,1105.0,3.0,1.0,0.0,240.0,389.0,56.07476635514018,0.0,1.77558582625094,0.0498241397583938
18,19.0,96469.0,713.0,548.0,950.0,17.0,1298.0,4.0,1.0,0.0,138.0,337.0,27.6,0.5235602094240838,1.39354406502719,0.0408630565488935
19,20.0,96149.0,724.0,488.0,1104.0,17.0,1511.0,6.0,1.0,0.0,172.0,284.0,34.4,0.0,1.30928720121065,0.037623816789437
20,21.0,95869.0,718.0,464.0,1181.0,22.0,1740.0,5.0,1.0,0.0,169.0,258.0,33.800000000000004,0.0,1.20247718222975,0.0348727275505537
21,22.0,95584.0,731.0,451.0,1269.0,20.0,1937.0,7.0,1.0,0.0,204.0,268.0,40.8,0.0,1.13073723508968,0.0330010414220352
22,23.0,95288.0,761.0,457.0,1335.0,18.0,2131.0,9.0,1.0,0.0,181.0,274.0,36.2,0.0,1.03306505075666,0.0310074591301363
23,24.0,95064.0,737.0,422.0,1400.0,20.0,2344.0,12.0,1.0,0.0,165.0,208.0,39.95157384987893,0.0,0.957158368571052,0.0295244926066142
24,25.0,94800.0,738.0,419.0,1403.0,20.0,2606.0,13.0,1.0,0.0,133.0,248.0,35.56149732620321,0.0,0.916634865954951,0.0287715561079199
25,26.0,94573.0,720.0,399.0,1424.0,21.0,2848.0,14.0,1.0,0.0,186.0,215.0,45.47677261613692,0.0,0.931737088010631,0.0290459573714725
26,27.0,94321.0,696.0,417.0,1435.0,24.0,3092.0,14.0,1.0,0.0,150.0,233.0,42.61363636363637,0.7142857142857143,0.942641176449876,0.0293431381308656
27,28.0,94097.0,681.0,381.0,1460.0,26.0,3340.0,14.0,1.0,0.0,154.0,208.0,43.01675977653631,0.0,0.999509419116813,0.0303579366283579
28,29.0,93861.0,673.0,372.0,1448.0,30.0,3600.0,15.0,1.0,0.0,140.0,221.0,29.535864978902957,0.0,1.04652295180062,0.0311735885845696
29,30.0,93637.0,658.0,348.0,1448.0,32.0,3859.0,17.0,1.0,0.0,122.0,212.0,33.33333333333333,0.0,1.07512684365211,0.0316077095551086
30,31.0,93380.0,635.0,367.0,1445.0,34.0,4123.0,15.0,1.0,0.0,129.0,232.0,35.14986376021799,0.0,1.1347740890091,0.0323824890484955
31,32.0,93111.0,654.0,378.0,1451.0,36.0,4350.0,19.0,1.0,0.0,147.0,257.0,39.3048128342246,0.0,1.16377060317797,0.0326048846975282
32,33.0,92861.0,656.0,372.0,1478.0,37.0,4576.0,19.0,1.0,0.0,189.0,232.0,43.44827586206896,0.9708737864077669,1.15314477937782,0.0321560986890138
33,34.0,92594.0,656.0,382.0,1472.0,32.0,4843.0,20.0,1.0,0.0,202.0,240.0,48.44124700239808,0.0,1.10931737146511,0.0311896535828785
34,35.0,92343.0,661.0,375.0,1508.0,28.0,5059.0,25.0,1.0,0.0,197.0,242.0,42.18415417558887,0.0,1.05513051818443,0.0300974875266072
35,36.0,92087.0,658.0,371.0,1519.0,26.0,5313.0,25.0,1.0,0.0,170.0,237.0,34.0,0.0,0.991786037315914,0.0289456923178645
36,37.0,91832.0,660.0,365.0,1541.0,26.0,5551.0,24.0,1.0,0.0,193.0,236.0,39.22764227642276,0.625,0.988998162534748,0.0287786578518473
37,38.0,91575.0,677.0,372.0,1545.0,30.0,5776.0,24.0,1.0,0.0,175.0,243.0,38.63134657836645,0.0,0.975318245776607,0.0285503160907465
38,39.0,91296.0,700.0,387.0,1555.0,27.0,6011.0,23.0,1.0,0.0,159.0,267.0,38.31325301204819,0.6993006993006993,0.954342513754737,0.0282527969896534
39,40.0,91053.0,700.0,387.0,1549.0,27.0,6256.0,27.0,1.0,0.0,168.0,226.0,37.16814159292036,0.0,0.936683249071468,0.0280388796421503
40,41.0,90793.0,695.0,395.0,1544.0,26.0,6522.0,24.0,1.0,0.0,166.0,245.0,40.88669950738916,0.6802721088435374,0.925951259018487,0.0279693806459981
41,42.0,90533.0,717.0,378.0,1557.0,27.0,6764.0,21.0,3.0,2.0,142.0,243.0,34.13461538461539,0.7462686567164178,0.926897729378162,0.0281136378578607
42,43.0,90321.0,708.0,343.0,1542.0,24.0,7038.0,21.0,3.0,0.0,177.0,196.0,37.901498929336185,0.0,0.965545273188614,0.0288511833530656
43,44.0,90070.0,701.0,363.0,1524.0,20.0,7296.0,22.0,4.0,1.0,179.0,234.0,38.91304347826087,1.3333333333333335,0.982316021507223,0.029248033911461
44,45.0,89822.0,679.0,364.0,1505.0,20.0,7585.0,20.0,5.0,1.0,149.0,226.0,39.94638069705093,0.0,0.985192391568625,0.0293858253832719
