,Days,Susceptible,Asymptomatic,Presymptomatic,MildlyInfected,SeverelyInfected,Recovered,Hospitalized,Dead,NewDeathsPerDay,NewIdentifiedInfections,NewInfections,TestPositivityRate,CaseFatalityRate,Mean(R),Std(R)
74,75.0,78453.0,732.0,394.0,1681.0,17.0,18674.0,19.0,30.0,1.0,140.0,240.0,28.000000000000004,1.4598540145985401,0.972506038029418,0.0287151174837286
75,76.0,78175.0,730.0,397.0,1683.0,20.0,18948.0,16.0,31.0,1.0,175.0,252.0,35.0,0.0,0.972444673703666,0.0287635037085992
76,77.0,77944.0,714.0,351.0,1706.0,17.0,19220.0,16.0,32.0,1.0,157.0,209.0,31.4,0.0,0.978259181551077,0.0289102062074938
77,78.0,77678.0,713.0,362.0,1659.0,19.0,19521.0,15.0,33.0,1.0,195.0,244.0,39.0,0.0,0.989263303100326,0.0291338074446063
78,79.0,77443.0,700.0,368.0,1623.0,21.0,19797.0,14.0,34.0,1.0,175.0,212.0,35.0,0.7042253521126761,0.977142222459337,0.029004130389633
79,80.0,77171.0,683.0,375.0,1614.0,23.0,20087.0,12.0,35.0,1.0,162.0,245.0,32.4,0.0,0.966056301936559,0.0288793487030347
80,81.0,76921.0,686.0,381.0,1604.0,24.0,20335.0,13.0,36.0,1.0,142.0,231.0,28.4,0.0,0.971525241225321,0.0290169179840557
81,82.0,76694.0,660.0,386.0,1599.0,25.0,20589.0,10.0,37.0,1.0,136.0,202.0,27.200000000000003,0.0,0.998831495522092,0.029492427418222
82,83.0,76449.0,670.0,365.0,1586.0,28.0,20856.0,9.0,37.0,0.0,177.0,221.0,35.4,0.0,1.0174077087963,0.0298207480689802
83,84.0,76216.0,659.0,363.0,1599.0,28.0,21089.0,9.0,37.0,0.0,165.0,211.0,33.0,0.0,1.01031572427342,0.0297280292870821
84,85.0,75998.0,634.0,353.0,1594.0,26.0,21348.0,10.0,37.0,0.0,177.0,204.0,35.4,0.8771929824561403,0.995112042672478,0.0294856102085312
85,86.0,75768.0,641.0,351.0,1586.0,26.0,21581.0,9.0,38.0,1.0,159.0,216.0,31.8,0.0,0.955913904091436,0.0288876171040478
86,87.0,75554.0,618.0,336.0,1585.0,26.0,21833.0,10.0,38.0,0.0,164.0,199.0,32.800000000000004,0.0,0.956727798676779,0.0289254238853611
87,88.0,75338.0,596.0,331.0,1580.0,27.0,22078.0,12.0,38.0,0.0,168.0,201.0,33.6,0.0,0.944247242292916,0.0288126752603609
88,89.0,75150.0,568.0,328.0,1568.0,29.0,22309.0,9.0,39.0,1.0,153.0,174.0,30.6,0.0,0.940962276262457,0.0288606149345733
89,90.0,74923.0,576.0,329.0,1547.0,28.0,22548.0,10.0,39.0,0.0,168.0,207.0,33.6,0.0,0.956873387412305,0.0292251725148742
90,91.0,74707.0,578.0,332.0,1522.0,27.0,22785.0,9.0,40.0,1.0,149.0,203.0,29.8,0.7142857142857143,0.943479296238196,0.0291441727908399
91,92.0,74495.0,580.0,327.0,1498.0,30.0,23019.0,11.0,40.0,0.0,133.0,194.0,26.6,0.0,0.931056683790141,0.029067149327205
92,93.0,74275.0,574.0,335.0,1492.0,30.0,23241.0,13.0,40.0,0.0,158.0,193.0,31.6,0.7092198581560284,0.935108280972965,0.0292650339264986
93,94.0,74074.0,566.0,334.0,1455.0,29.0,23491.0,11.0,40.0,0.0,144.0,181.0,28.8,0.0,0.924529330278068,0.0292508135380377
94,95.0,73883.0,563.0,301.0,1460.0,28.0,23712.0,13.0,40.0,0.0,157.0,170.0,31.4,0.0,0.927142231803249,0.0294516436179597
95,96.0,73697.0,544.0,294.0,1411.0,26.0,23974.0,14.0,40.0,0.0,162.0,177.0,32.4,0.7194244604316548,0.884109693505018,0.0289289528834914
96,97.0,73519.0,518.0,288.0,1372.0,27.0,24224.0,12.0,40.0,0.0,144.0,164.0,28.8,0.0,0.847059620731604,0.028505825854929
97,98.0,73360.0,487.0,271.0,1356.0,28.0,24444.0,14.0,40.0,0.0,127.0,140.0,25.4,0.0,0.836392463301683,0.0285873058691261
98,99.0,73196.0,483.0,250.0,1338.0,24.0,24654.0,15.0,40.0,0.0,128.0,154.0,25.6,0.0,0.866019911933376,0.0294285545741646
99,100.0,73050.0,470.0,230.0,1307.0,23.0,24864.0,15.0,41.0,1.0,136.0,126.0,27.200000000000003,0.8403361344537815,0.882439995420197,0.0300734745914687
100,101.0,72897.0,470.0,232.0,1227.0,24.0,25096.0,13.0,41.0,0.0,136.0,141.0,27.200000000000003,0.0,0.893954409833436,0.0306084160181137
101,102.0,72741.0,473.0,249.0,1196.0,24.0,25264.0,11.0,42.0,1.0,100.0,143.0,20.0,0.0,0.906661664868899,0.0311348893992623
102,103.0,72572.0,480.0,252.0,1178.0,25.0,25442.0,8.0,43.0,1.0,111.0,158.0,22.2,0.0,0.940514424547612,0.0319969504981805
103,104.0,72405.0,469.0,257.0,1147.0,21.0,25649.0,9.0,43.0,0.0,117.0,152.0,23.4,0.0,0.970335732910649,0.0327472448294768
104,105.0,72235.0,469.0,241.0,1156.0,21.0,25825.0,10.0,43.0,0.0,137.0,159.0,27.4,0.0,0.969545931460694,0.0329085332246817
105,106.0,72047.0,466.0,261.0,1137.0,21.0,26013.0,12.0,43.0,0.0,123.0,173.0,24.6,0.0,0.950502483087633,0.0326982794610199
106,107.0,71865.0,477.0,242.0,1152.0,19.0,26190.0,12.0,43.0,0.0,128.0,162.0,25.6,0.0,0.952225653340269,0.032835367356561
107,108.0,71713.0,472.0,250.0,1144.0,17.0,26348.0,13.0,43.0,0.0,131.0,142.0,26.200000000000003,0.0,0.959546355228461,0.0330878053527056
108,109.0,71553.0,462.0,252.0,1096.0,17.0,26566.0,10.0,44.0,1.0,116.0,140.0,23.200000000000003,0.9345794392523363,0.946129294424606,0.0329799939682943
109,110.0,71388.0,465.0,251.0,1086.0,16.0,26740.0,10.0,44.0,0.0,125.0,155.0,25.0,0.9803921568627451,0.955507230445831,0.0332664917849462
110,111.0,71220.0,463.0,251.0,1086.0,16.0,26910.0,10.0,44.0,0.0,107.0,156.0,21.4,0.0,0.957386460643797,0.0334333854436618
111,112.0,71064.0,450.0,255.0,1062.0,21.0,27094.0,10.0,44.0,0.0,114.0,145.0,22.8,1.0,0.983395412146548,0.0340114415140654
112,113.0,70923.0,435.0,237.0,1052.0,24.0,27274.0,11.0,44.0,0.0,119.0,127.0,23.8,0.0,0.9990267354185,0.0343879183925914
113,114.0,70752.0,454.0,246.0,1049.0,21.0,27420.0,13.0,45.0,1.0,128.0,152.0,25.6,0.0,0.996515378352771,0.0344035314887264
114,115.0,70594.0,437.0,253.0,1034.0,19.0,27605.0,13.0,45.0,0.0,113.0,140.0,22.6,0.0,0.986118883423055,0.034249324476156
115,116.0,70449.0,453.0,235.0,1031.0,19.0,27754.0,14.0,45.0,0.0,118.0,130.0,23.6,2.0408163265306123,1.01016827576209,0.0346893210104389
116,117.0,70291.0,450.0,213.0,1055.0,21.0,27909.0,16.0,45.0,0.0,120.0,142.0,24.0,1.0416666666666665,0.994758698295088,0.0344456766182685
117,118.0,70137.0,427.0,226.0,1042.0,19.0,28087.0,17.0,45.0,0.0,123.0,133.0,24.6,0.0,0.985219795317552,0.0342801809386755
118,119.0,69981.0,416.0,228.0,1038.0,18.0,28258.0,16.0,45.0,0.0,122.0,141.0,24.4,0.0,0.973113961431421,0.0340866953504954
119,120.0,69823.0,403.0,221.0,1022.0,19.0,28449.0,18.0,45.0,0.0,114.0,135.0,22.8,0.0,0.932422472161353,0.0334075019937552
120,121.0,69689.0,407.0,203.0,1014.0,18.0,28607.0,16.0,46.0,1.0,118.0,122.0,23.6,0.9803921568627451,0.927651807812328,0.0334085638061093
121,122.0,69520.0,426.0,214.0,991.0,22.0,28765.0,15.0,47.0,1.0,132.0,155.0,28.57142857142857,0.0,0.908277879881316,0.033209928350093
122,123.0,69377.0,415.0,211.0,974.0,21.0,28940.0,15.0,47.0,0.0,104.0,134.0,30.952380952380956,0.0,0.870879179060734,0.0327065540918986
123,124.0,69262.0,393.0,209.0,942.0,20.0,29113.0,14.0,47.0,0.0,112.0,103.0,31.63841807909605,0.9803921568627451,0.876599099492633,0.03306156120984
124,125.0,69142.0,377.0,195.0,922.0,19.0,29284.0,13.0,48.0,1.0,112.0,109.0,28.35443037974684,0.0,0.881818892366221,0.0334733874020843
125,126.0,69000.0,378.0,202.0,917.0,16.0,29426.0,13.0,48.0,0.0,86.0,129.0,27.044025157232703,0.0,0.881047146672367,0.033786615751079
126,127.0,68897.0,367.0,173.0,920.0,15.0,29567.0,12.0,49.0,1.0,106.0,93.0,30.37249283667622,0.0,0.907590484621512,0.0346267367685226
127,128.0,68770.0,359.0,174.0,907.0,12.0,29716.0,13.0,49.0,0.0,95.0,109.0,28.700906344410875,0.0,0.920592557390094,0.0351997361915709
128,129.0,68629.0,373.0,173.0,894.0,12.0,29859.0,11.0,49.0,0.0,93.0,124.0,32.40418118466899,0.0,0.954513469733053,0.0361288676438005
129,130.0,68501.0,374.0,171.0,872.0,12.0,30010.0,11.0,49.0,0.0,98.0,116.0,28.32369942196532,1.2195121951219512,0.965524562584119,0.0365718506452339
130,131.0,68383.0,359.0,174.0,863.0,13.0,30147.0,12.0,49.0,0.0,103.0,98.0,36.140350877192986,0.0,0.942145021986001,0.0362900703010138
131,132.0,68246.0,353.0,177.0,847.0,13.0,30302.0,12.0,50.0,1.0,98.0,122.0,30.72100313479624,0.0,0.942487534846424,0.0364386732857201
132,133.0,68128.0,360.0,171.0,838.0,17.0,30426.0,9.0,51.0,1.0,93.0,110.0,28.353658536585364,1.2048192771084338,0.985185131730848,0.0374240885105039
133,134.0,67991.0,366.0,168.0,837.0,15.0,30561.0,11.0,51.0,0.0,103.0,116.0,30.654761904761905,0.0,0.981493457674404,0.0375009373597234
134,135.0,67854.0,346.0,174.0,830.0,17.0,30716.0,12.0,51.0,0.0,109.0,124.0,32.537313432835816,1.36986301369863,0.942711788064368,0.0368347975903204
135,136.0,67714.0,341.0,199.0,829.0,15.0,30838.0,13.0,51.0,0.0,92.0,120.0,31.83391003460208,1.3513513513513513,0.931571073492751,0.0367090428585483
136,137.0,67588.0,322.0,208.0,834.0,14.0,30971.0,11.0,52.0,1.0,75.0,113.0,25.42372881355932,0.0,0.958404717527501,0.0373909292058674
137,138.0,67471.0,339.0,179.0,839.0,15.0,31095.0,8.0,54.0,2.0,98.0,104.0,28.48837209302325,0.0,0.998273241980883,0.0383384528899206
138,139.0,67368.0,330.0,172.0,839.0,15.0,31214.0,8.0,54.0,0.0,122.0,93.0,38.607594936708864,0.0,0.982263936525881,0.0381479702406712
139,140.0,67218.0,332.0,208.0,828.0,12.0,31337.0,10.0,55.0,1.0,85.0,141.0,35.26970954356847,0.0,0.949500125495666,0.0375616444463673
140,141.0,67105.0,318.0,193.0,842.0,14.0,31463.0,10.0,55.0,0.0,73.0,100.0,29.2,0.0,0.95504715074521,0.037751553365113
141,142.0,66997.0,332.0,162.0,845.0,14.0,31584.0,11.0,55.0,0.0,98.0,99.0,26.558265582655828,0.9900990099009901,1.00364371527687,0.038832141203406
142,143.0,66869.0,333.0,173.0,836.0,9.0,31713.0,11.0,56.0,1.0,105.0,118.0,39.92395437262358,3.125,1.00913044896148,0.0390444293031997
143,144.0,66747.0,333.0,172.0,825.0,8.0,31846.0,12.0,57.0,1.0,96.0,116.0,34.78260869565217,0.0,0.971136290096581,0.0383276921342023
144,145.0,66630.0,331.0,180.0,813.0,11.0,31966.0,12.0,57.0,0.0,83.0,100.0,28.819444444444443,1.1764705882352942,0.979695068514429,0.0385157874708539
145,146.0,66527.0,320.0,183.0,807.0,10.0,32085.0,11.0,57.0,0.0,98.0,92.0,28.160919540229884,0.0,0.996644524403164,0.0389124311604307
146,147.0,66409.0,315.0,183.0,821.0,9.0,32196.0,9.0,58.0,1.0,86.0,105.0,26.299694189602445,1.2345679012345678,0.970485983612915,0.0384520546817085
147,148.0,66300.0,312.0,177.0,817.0,12.0,32316.0,8.0,58.0,0.0,101.0,102.0,36.07142857142857,0.0,0.952880531374608,0.0381457500714566
148,149.0,66179.0,312.0,183.0,802.0,9.0,32449.0,8.0,58.0,0.0,98.0,105.0,32.88590604026846,0.0,0.917468680309055,0.0375180843651186
149,150.0,66071.0,307.0,157.0,823.0,11.0,32565.0,8.0,58.0,0.0,79.0,99.0,29.81132075471698,0.0,0.901596780914949,0.0373403234037605
150,151.0,65971.0,300.0,155.0,812.0,13.0,32683.0,8.0,58.0,0.0,101.0,92.0,31.96202531645569,0.0,0.912602250225176,0.0377961233710552
151,152.0,65862.0,293.0,160.0,789.0,11.0,32817.0,10.0,58.0,0.0,92.0,101.0,29.48717948717949,0.0,0.881267716606664,0.0374077312511328
152,153.0,65763.0,283.0,152.0,776.0,12.0,32947.0,9.0,58.0,0.0,79.0,91.0,30.03802281368821,0.0,0.852962601622929,0.0370853305053447
153,154.0,65664.0,278.0,155.0,763.0,12.0,33060.0,10.0,58.0,0.0,73.0,86.0,25.17241379310345,0.0,0.869394971199869,0.037799781356516
154,155.0,65567.0,267.0,155.0,759.0,13.0,33172.0,9.0,58.0,0.0,75.0,85.0,25.08361204013378,0.0,0.891991882541499,0.0387091505972709
155,156.0,65473.0,265.0,161.0,725.0,12.0,33296.0,9.0,59.0,1.0,83.0,89.0,30.514705882352946,0.0,0.912470886928089,0.0395606301477931
156,157.0,65365.0,283.0,153.0,716.0,12.0,33403.0,9.0,59.0,0.0,79.0,96.0,31.349206349206348,0.0,0.908194195300115,0.039826950103803
157,158.0,65263.0,283.0,154.0,710.0,12.0,33510.0,9.0,59.0,0.0,73.0,89.0,28.96825396825397,0.0,0.924544012948921,0.0405050086208796
158,159.0,65166.0,274.0,149.0,693.0,14.0,33636.0,9.0,59.0,0.0,66.0,87.0,25.680933852140075,0.0,0.961885823404899,0.0416248705111486
159,160.0,65080.0,270.0,140.0,680.0,15.0,33747.0,9.0,59.0,0.0,79.0,78.0,29.81132075471698,0.0,0.980859062943128,0.0422878369621799
160,161.0,64991.0,264.0,134.0,669.0,13.0,33861.0,9.0,59.0,0.0,75.0,78.0,29.069767441860467,0.0,0.973748667882332,0.04229693927556
161,162.0,64897.0,259.0,140.0,661.0,11.0,33964.0,8.0,60.0,1.0,76.0,79.0,33.77777777777778,1.7857142857142856,0.984341416859499,0.0426365596572817
162,163.0,64793.0,264.0,141.0,665.0,11.0,34058.0,8.0,60.0,0.0,71.0,89.0,26.394052044609666,0.0,0.988756493348777,0.0428277978485255
163,164.0,64696.0,276.0,126.0,670.0,10.0,34154.0,8.0,60.0,0.0,80.0,86.0,28.26855123674912,0.0,1.0087390413498,0.0433290519265631
164,165.0,64601.0,275.0,141.0,642.0,9.0,34262.0,10.0,60.0,0.0,86.0,81.0,34.12698412698413,1.5384615384615385,0.982603490662559,0.0428028803377005
165,166.0,64486.0,269.0,156.0,645.0,11.0,34363.0,10.0,60.0,0.0,70.0,105.0,38.25136612021858,0.0,0.955414726456311,0.0422237644951717
166,167.0,64388.0,278.0,154.0,638.0,10.0,34461.0,11.0,60.0,0.0,71.0,89.0,29.831932773109244,0.0,0.992290223344615,0.0431023329786068
167,168.0,64294.0,270.0,160.0,635.0,8.0,34562.0,11.0,60.0,0.0,78.0,84.0,29.1044776119403,0.0,0.978181895498793,0.0428961137894083
168,169.0,64194.0,281.0,145.0,634.0,9.0,34665.0,12.0,60.0,0.0,76.0,90.0,31.020408163265305,0.0,0.952800285709342,0.0423990562301046
169,170.0,64106.0,277.0,135.0,636.0,11.0,34763.0,12.0,60.0,0.0,80.0,81.0,33.057851239669425,0.0,0.960771221872836,0.0426693479675329
170,171.0,64002.0,285.0,141.0,620.0,10.0,34869.0,13.0,60.0,0.0,65.0,95.0,25.0,0.0,0.974554682180626,0.0431117609318635
171,172.0,63899.0,267.0,133.0,646.0,10.0,34974.0,10.0,61.0,1.0,71.0,87.0,28.4,0.0,0.993790183025257,0.0436646338226661
